title,texto_lemmatizado
Emma,"['[', ""'Drama"", ""'"", ',', ""'Comedy"", ""'"", ',', ""'Romance"", ""'"", ']', 'Emma', 'Woodhouse', 'congenial', 'young', 'lady', 'delight', 'meddling', 'people', '’', 'affair', '.', 'perpetually', 'trying', 'unite', 'men', 'woman', 'utterly', 'wrong', '.', 'Despite', 'interest', 'romance', ',', 'Emma', 'clueless', 'feeling', ',', 'relationship', 'gentle', 'Mr.', 'Knightly', '.']"
The Crow: City of Angels,"['[', ""'Action"", ""'"", ',', ""'Fantasy"", ""'"", ',', ""'Thriller"", ""'"", ']', 'Ashe', 'little', 'son', 'murdered', 'violently', 'reason', 'Judah', ""'s"", 'men', ',', 'return', 'dead', 'take', 'revenge', '.', 'One', 'one', ',', 'Judah', ""'s"", 'people', 'face', 'power', 'dark', 'angel', '.', 'second', 'film', 'based', 'James', ""O'Barr"", ""'s"", 'cult', 'comic', '.']"
House Arrest,"['[', ""'Comedy"", ""'"", ',', ""'Family"", ""'"", ']', 'High-schooler', 'Grover', 'Beindorf', 'younger', 'sister', 'Stacy', 'decide', 'parent', ',', 'Janet', 'Ned', ',', 'acting', 'childishly', 'decide', 'divorce', '18', 'year', 'marriage', ',', 'lock', 'basement', ""'ll"", 'sort', 'problem', '.', 'school', 'friend', 'also', 'decide', 'parent', 'solve', 'respective', 'problem']"
Eyes Without a Face,"['[', ""'Drama"", ""'"", ',', ""'Horror"", ""'"", ',', ""'Thriller"", ""'"", ']', 'Professor', 'Genessier', 'guilt-stricken', 'daughter', ""'s"", 'face', 'disfigured', 'car', 'accident', '.', 'intends', 'rebuild', 'daughter', ""'s"", 'face', 'via', 'grafting', 'skin', 'tissue', ';', 'need', 'supply', 'donor', 'experiment', '.']"
Bordello of Blood,"['[', ""'Horror"", ""'"", ',', ""'Comedy"", ""'"", ']', 'Private', 'eye', 'Rafe', 'Guttman', 'hired', 'repressed', ',', 'born-again', 'Katherine', 'find', 'missing', 'bad-boy', 'brother', '.', 'trail', 'lead', 'whorehouse', 'run', 'thousand-year-old', 'vampire', 'secretly', 'backed', 'Katherine', ""'s"", 'bos', ',', 'televangelist', 'Jimmy', 'Current', '.']"
Lotto Land,"['[', ""'Drama"", ""'"", ']', 'film', 'tell', 'two', 'interwoven', 'story', 'two', 'single-parent', 'family', 'poor', ',', 'racially-mixed', 'neighborhood', 'Brooklyn', '.', 'first', 'story', 'young', 'black', 'man', '(', 'aspiration', 'getting', 'away', 'friend', 'involved', 'drug', ')', 'fall', 'love', 'latino', 'girl', '(', 'heading', 'college', 'full', 'scholarship', ')', '.', 'second', 'parent', ',', '(', 'work', 'neighborhood', 'liquor', 'store', ';', 'work', 'phone', 'company', ')', '.', 'story', 'take', 'place', 'backdrop', 'winning', 'lottery', 'ticket', 'worth', '$', '27', 'million', 'sold', 'someone', 'neighborhood', 'liquor', 'store', '.']"
The Story of Xinghua,"['[', ']', 'Chinese', 'melodrama', 'present', 'allegory', 'tinged', 'feminism', '’', 'portrayal', 'life', 'free', 'enterprise', 'modern', ',', 'liberalized', 'Chinese', 'mountain', 'village', '.', 'Wanglai', 'shady', 'town', 'grocer', 'steal', 'stone', 'Great', 'Wall', 'sell', 'souvenir', '.']"
The Day the Sun Turned Cold,"['[', ']']"
Flirt,"['[', ""'Drama"", ""'"", ',', ""'Romance"", ""'"", ']', 'situation', 'played', 'different', 'city', '(', 'New', 'York', ',', 'Berlin', 'Japan', ')', '.', 'lover', 'choose', 'whether', 'commit', 'partner', 'returning', 'home', '.', 'case', 'people', 'involved', ',', 'ex-partner', 'someone', 'else', '``', 'permanent', ""''"", 'relationship', ',', 'choose', '?']"
The Big Squeeze,"['[', ""'Drama"", ""'"", ']', 'Benny', ',', 'hapless', 'grifter', ',', 'thrown', 'train', 'cheating', 'card', ',', 'life', 'Tanya', ',', 'lovely', 'bartender', '.', 'Tanya', 'supporting', 'husband', ',', 'former', 'ballplayer', ',', 'since', 'accident', ',', 'waiting', 'insurance', 'settlement', 'solve', 'financial', 'woe', '.', 'come', ',', 'refuse', 'share', ',', 'claiming', 'newfound', 'piety', 'money', 'root', 'evil', '.', 'enlists', 'help', 'Benny', 'concoct', 'scheme', 'get', 'fair', 'share', 'settlement', ',', 'find', 'one', ':', 'local', 'Catholic', 'mission', 'need', 'money', 'repair', 'Benny', 'decides', 'create', 'miracle', 'encourage', 'husband', 'Henry', 'fork', 'money', '-', 'Benny', 'Tanya', 'intercept', 'share', '.']"
The Spitfire Grill,"['[', ""'Comedy"", ""'"", ',', ""'Drama"", ""'"", ']', 'Percy', ',', 'upon', 'released', 'prison', ',', 'go', 'small', 'town', 'Gillead', ',', 'find', 'place', 'start', '.', 'taken', 'Hannah', ',', 'help', 'place', ',', 'Spitfire', 'Grill', '.', 'Percy', 'brings', 'change', 'small', 'town', ',', 'stirring', 'resentment', 'fear', ',', 'growth', 'others', '.']"
Escape from L.A.,"['[', ""'Action"", ""'"", ',', ""'Adventure"", ""'"", ',', ""'Science"", 'Fiction', ""'"", ',', ""'Thriller"", ""'"", ']', 'time', ',', 'cataclysmic', 'temblor', 'hit', 'Los', 'Angeles', ',', 'turning', 'island', '.', 'president', 'view', 'quake', 'sign', ',', 'expels', 'Los', 'Angeles', 'country', 'make', 'penal', 'colony', 'found', 'guilty', 'moral', 'crime', '.', 'daughter', ',', 'part', 'resistance', 'movement', ',', 'steal', 'control', 'unit', 'doomsday', 'weapon', ',', 'Snake', 'get', 'tapped', 'save', 'day', '.']"
Cyclo,"['[', ""'Crime"", ""'"", ',', ""'Drama"", ""'"", ']', 'Follows', 'young', 'cyclo', '(', 'bicycle', 'cab', ')', 'driver', 'poverty-driven', 'descent', 'criminality', 'modern-day', 'Ho', 'Chi', 'Minh', 'City', '.', 'boy', ""'s"", 'struggle', 'scratch', 'living', 'two', 'sister', 'grandfather', 'mean', 'street', 'city', 'lead', 'petty', 'crime', 'behalf', 'mysterious', 'Madame', 'rent', 'cyclo', '.']"
Basquiat,"['[', ""'Drama"", ""'"", ',', ""'History"", ""'"", ']', 'Director', 'Julian', 'Schnabel', 'illustrates', 'portrait', 'friend', ',', 'first', 'African-American', 'Pop', 'artist', 'Jean-Michel', 'Basquiat', 'unfortunately', 'died', 'young', 'age', 'beginning', 'make', 'name', 'art', 'world', '.', 'Alongside', 'biography', 'Basquiat', 'artist', 'art', 'scene', 'early', '1980', '’', 'New', 'York', '.']"
Tin Cup,"['[', ""'Comedy"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Romance"", ""'"", ']', 'washed', 'golf', 'pro', 'working', 'driving', 'range', 'try', 'qualify', 'US', 'Open', 'order', 'win', 'heart', 'succesful', 'rival', ""'s"", 'girlfriend', '.']"
Dingo,"['[', ""'Drama"", ""'"", ',', ""'Music"", ""'"", ']', 'Young', 'John', 'Anderson', 'captivated', 'jazz', 'musician', ',', 'Billy', 'Cross', 'performs', 'remote', 'airstrip', 'Western', 'Australian', 'outback', 'hometown', 'plane', 'diverted', '.', 'Years', 'later', ',', 'family', 'man', 'making', 'meagre', 'living', 'tracking', 'dingo', 'playing', 'trumpet', 'local', 'band', ',', 'John', 'still', 'dream', 'joining', 'Billy', 'trumpet', 'make', 'pilgrimage', 'Paris', '.']"
The Ballad of Narayama,"['[', ""'Drama"", ""'"", ']', 'Kabuki', 'style', ',', 'film', 'tell', 'story', 'remote', 'mountain', 'village', 'scarcity', 'food', 'lead', 'voluntary', 'socially-enforced', 'policy', 'relative', 'carry', '70-year-old', 'family', 'member', 'Narayama', 'mountain', 'die', '.', 'Granny', 'Orin', 'approaching', '70', ',', 'content', 'embrace', 'fate', '.', 'widowed', 'son', 'Tatsuhei', 'bear', 'losing', 'mother', ',', 'even', 'arranges', 'marriage', 'widow', 'age', '.', 'grandson', 'Kesa', ',', ""'s"", 'girlfriend', 'pregnant', ',', 'selfishly', 'happy', 'see', 'Orin', 'die', '.', 'Around', ',', 'family', 'thief', 'dealt', 'severely', ',', 'old', 'man', ',', 'past', '70', ',', 'whose', 'son', 'cast', ',', 'scrounges', 'food', '.', 'Orin', ""'s"", 'loving', 'accepting', 'spirit', 'teach', 'ennoble', 'family', '?']"
Every Other Weekend,"['[', ""'Drama"", ""'"", ']', 'Camille', ',', 'mercurial', 'César-winning', 'actress', ',', 'seen', 'better', 'time', '.', 'Estranged', 'husband', ',', ""'s"", 'child', 'every', 'weekend', '.', ""'s"", 'weekend', ',', 'agent', 'booked', 'MC', 'Rotary', 'club', 'dinner', 'Vichy', '.', 'take', ',', 'husband', 'learns', ',', 'demand', 'pick', '.', 'bolt', 'rented', 'car', 'seaside', ',', 'trying', 'improve', 'relation', 'child', ',', 'especially', 'precocious', 'distant', 'Vincent', '.', 'love', 'astronomy', '.', 'rare', 'meteor', 'shower', 'due', 'day', ',', 'suggests', 'go', 'plateau', 'Spain', 'hoping', 'see', '.', 'agrees', ',', 'relationship', 'remains', 'difficult', ',', 'husband', 'trail', '.']"
Mille bolle blu,"['[', ']']"
Crows and Sparrows,"['[', ']', 'Shanghai', 'apartment', ',', 'Mr', 'Hou', ',', 'Nationalist', 'official', ',', 'get', 'ready', 'move', 'Taiwan', 'upon', 'imminent', 'defeat', 'KMT', 'Civil', 'War', '.', 'Mrs', 'Hou', 'give', 'ultimatum', 'rest', 'tenant', 'move', 'behalf', 'husband', ',', '``', 'owner', ""''"", 'flat', 'planning', 'sell', '.', 'conversation', 'rest', ',', 'find', 'Hou', 'Hanjian', 'Sino-Japanese', 'War', 'since', 'taken', 'apartment', 'force', 'old', 'landlord', ',', 'Mr', 'Kong', '.', 'tenant', ',', 'including', 'Mr', 'Kong', ',', 'Mrs', 'Xiao', ',', 'Little', 'Broadcast', '(', 'alias', 'Mr', 'Xiao', ',', 'played', 'Zhao', 'Dan', ')', 'schoolteacher', ',', 'Mr', 'Hua', ',', 'wife', ',', 'initially', 'plan', 'band', 'together', ',', 'circumstance', 'force', 'find', 'way', '.', 'Mr', 'Hua', 'try', 'find', 'place', 'stay', 'KMT-sponsored', 'school', 'teaching', '.', 'Little', 'Broadcast', 'Mrs', 'Xiao', 'invest', 'black', 'market', 'gold', '.', 'situation', 'escalates', ',', 'Mr', 'Hua', 'get', 'arrested', 'KMT', 'agent', 'young', 'daughter', 'fall', 'desperately', 'ill', '.']"
The Godfather,"['[', ""'Drama"", ""'"", ',', ""'Crime"", ""'"", ']', 'Spanning', 'year', '1945', '1955', ',', 'chronicle', 'fictional', 'Italian-American', 'Corleone', 'crime', 'family', '.', 'organized', 'crime', 'family', 'patriarch', ',', 'Vito', 'Corleone', 'barely', 'survives', 'attempt', 'life', ',', 'youngest', 'son', ',', 'Michael', 'step', 'take', 'care', 'would-be', 'killer', ',', 'launching', 'campaign', 'bloody', 'revenge', '.']"
Maybe... Maybe Not,"['[', ""'Comedy"", ""'"", ',', ""'Drama"", ""'"", ']', 'Der', 'Bewegte', 'Mann', 'German', 'comedy', 'heterosexual', 'man', ',', 'Axel', ',', 'thrown', 'girlfriend', 'home', 'cheating', 'end', 'moving', 'gay', 'man', '.', 'Axel', 'learns', 'advantage', 'living', 'gay', 'men', 'even', 'though', 'attracted', 'girlfriend', 'want', 'back', 'must', 'make', 'tough', 'decision', '.']"
Police Story 3: Supercop,"['[', ""'Action"", ""'"", ',', ""'Crime"", ""'"", ',', ""'Thriller"", ""'"", ']', 'Hong', 'Kong', 'detective', 'team', 'female', 'Red', 'Chinese', 'counterpart', 'stop', 'Chinese', 'drug', 'czar', '.']"
Manny & Lo,"['[', ""'Drama"", ""'"", ',', ""'Comedy"", ""'"", ']', 'pregnant', 'teen', 'younger', 'sister', 'run', 'away', 'foster', 'home', 'kidnap', 'woman', 'believe', 'help', 'pregnancy', '.']"
Wife,"['[', ""'Drama"", ""'"", ']', 'Ten', 'year', 'marriage', ',', 'wife', 'disappointed', 'husband', ""'s"", 'lack', 'financial', 'success', ',', 'meaning', 'work', 'ca', ""n't"", 'treat', 'husband', 'find', 'wife', 'slovenly', 'mean-spirited', ':', 'neither', 'cook', 'clean', 'particularly', 'well', 'generally', 'disagreeable', '.', 'turn', ',', 'alternately', 'ignores', 'treat', 'servant', '.', 'Neither', 'particularly', 'happy', ',', 'helped', 'unsatisfactory', 'lodger', '.', 'husband', 'easily', 'seduced', 'ex-colleague', ',', 'widow', 'small', 'child', 'need', 'security', ',', 'considers', 'leaving', 'wife', '.']"
Wife,"['[', ""'Drama"", ""'"", ']', 'Ten', 'year', 'marriage', ',', 'wife', 'disappointed', 'husband', ""'s"", 'lack', 'financial', 'success', ',', 'meaning', 'work', 'ca', ""n't"", 'treat', 'husband', 'find', 'wife', 'slovenly', 'mean-spirited', ':', 'neither', 'cook', 'clean', 'particularly', 'well', 'generally', 'disagreeable', '.', 'turn', ',', 'alternately', 'ignores', 'treat', 'servant', '.', 'Neither', 'particularly', 'happy', ',', 'helped', 'unsatisfactory', 'lodger', '.', 'husband', 'easily', 'seduced', 'ex-colleague', ',', 'widow', 'small', 'child', 'need', 'security', ',', 'considers', 'leaving', 'wife', '.']"
Wife,"['[', ""'Drama"", ""'"", ']', 'Ten', 'year', 'marriage', ',', 'wife', 'disappointed', 'husband', ""'s"", 'lack', 'financial', 'success', ',', 'meaning', 'work', 'ca', ""n't"", 'treat', 'husband', 'find', 'wife', 'slovenly', 'mean-spirited', ':', 'neither', 'cook', 'clean', 'particularly', 'well', 'generally', 'disagreeable', '.', 'turn', ',', 'alternately', 'ignores', 'treat', 'servant', '.', 'Neither', 'particularly', 'happy', ',', 'helped', 'unsatisfactory', 'lodger', '.', 'husband', 'easily', 'seduced', 'ex-colleague', ',', 'widow', 'small', 'child', 'need', 'security', ',', 'considers', 'leaving', 'wife', '.']"
Wife,"['[', ""'Drama"", ""'"", ']', 'Ten', 'year', 'marriage', ',', 'wife', 'disappointed', 'husband', ""'s"", 'lack', 'financial', 'success', ',', 'meaning', 'work', 'ca', ""n't"", 'treat', 'husband', 'find', 'wife', 'slovenly', 'mean-spirited', ':', 'neither', 'cook', 'clean', 'particularly', 'well', 'generally', 'disagreeable', '.', 'turn', ',', 'alternately', 'ignores', 'treat', 'servant', '.', 'Neither', 'particularly', 'happy', ',', 'helped', 'unsatisfactory', 'lodger', '.', 'husband', 'easily', 'seduced', 'ex-colleague', ',', 'widow', 'small', 'child', 'need', 'security', ',', 'considers', 'leaving', 'wife', '.']"
Small Faces,"['[', ']', 'Three', 'teenage', 'brother', ',', 'gang-member', 'Bobby', ',', 'troubled', 'mama', ""'s"", 'boy', 'Alan', 'self-assured', 'prankster', 'Lex', ',', 'reside', 'downtrodden', 'section', 'Glasgow', ',', 'Scotland', ',', 'circa', '1968', '.', 'Bobby', 'Alan', 'beginning', 'experience', 'power', 'raging', 'hormone', ',', 'story', 'focus', 'Lex', ',', 'begin', 'downward', 'spiral', 'accidentally', 'shoot', 'leader', 'Bobby', ""'s"", 'gang', '.', 'Lex', ""'s"", 'cockiness', 'immaturity', 'unfortunately', 'prevent', 'understanding', 'effect', 'subsequent', 'crime', ',', 'around', '.']"
Bound,"['[', ""'Crime"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Romance"", ""'"", ',', ""'Thriller"", ""'"", ']', 'Corky', ',', 'tough', 'female', 'ex', 'con', 'lover', 'Violet', 'concoct', 'scheme', 'steal', 'million', 'stashed', 'mob', 'money', 'pin', 'blame', 'Violet', ""'s"", 'crooked', 'boyfriend', 'Caeser', '.']"
Carpool,"['[', ""'Comedy"", ""'"", ',', ""'Family"", ""'"", ']', 'man', 'important', 'business', 'meeting', 'find', 'take', 'care', 'carpool', 'neighborhood', 'school', 'child', 'wife', 'get', 'sick', '.', 'Stopping', 'get', 'donut', 'kid', ',', 'thing', 'go', 'even', 'awry', 'find', 'victim', 'robbery', '.', 'However', ',', 'situation', 'get', 'worse', 'desperate', 'man', 'contemplating', 'bank', 'robbery', 'robs', 'robber', 'take', 'man', 'kid', 'hostage', 'van', 'truck', 'blocked', 'armored', 'car', '.', 'thing', 'proceeds', 'comedic', 'chase', 'movie', '.', 'father', 'find', 'kid', ""n't"", 'really', 'respect', 'react', 'better', 'robber', '.', 'end', 'result', 'everyone', 'get', 'lifestyle', 'change', ',', 'including', 'original', 'store', 'owner', '.']"
Death in Brunswick,"['[', ""'Drama"", ""'"", ']', 'reserved', 'man', 'need', 'job', ',', 'Carl', 'Fitzgerald', 'find', 'employment', 'Greek', 'restaurant', '.', 'Upon', 'meeting', 'waitress', 'Sophie', ',', 'Carl', 'begin', 'dating', 'attractive', 'woman', '.', 'Though', 'seems', 'thing', 'improving', 'Carl', ',', 'unexpected', 'situation', 'lead', 'death', 'Mustafa', ',', 'shady', 'coworker', ',', 'Carl', 'must', 'figure', 'cover', 'incident', '.', 'Unsure', ',', 'Carl', 'enlists', 'help', 'buddy', ',', 'Dave', ',', 'get', 'rid', 'Mustafa', ""'s"", 'corpse', '.']"
Kansas City,"['[', ""'Thriller"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Music"", ""'"", ',', ""'Crime"", ""'"", ']', 'Robert', 'Altman', ""'s"", 'story', 'riff', 'race', ',', 'class', ',', 'power', 'cross-cuts', 'two', 'kidnapping', 'background', 'corrupt', 'politics', 'virtuoso', 'jazz', 'music', '.', 'take', 'place', 'Kansas', 'City', '1934', '.']"
Gone Fishin',"['[', ""'Comedy"", ""'"", ',', ""'Family"", ""'"", ']', 'Two', 'fishing', 'fanatic', 'get', 'trouble', 'fishing', 'boat', 'get', 'stolen', 'trip', '.']"
Lover's Knot,"['[', ""'Romance"", ""'"", ',', ""'Comedy"", ""'"", ']', 'pair', 'lover', 'idea', 'affair', 'overseen', 'orchestrated', 'angel', 'sent', 'Cupid', 'see', 'remain', 'together', 'romantic', 'comedy', '.']"
Vive L'Amour,"['[', ""'Drama"", ""'"", ']', 'film', 'focus', 'three', 'city', 'folk', 'unknowingly', 'share', 'apartment', ':', 'Mei', ',', 'real', 'estate', 'agent', 'us', 'sexual', 'affair', ';', 'Ah-jung', ',', 'current', 'lover', ';', 'Hsiao-ang', ',', ""'s"", 'stolen', 'key', 'us', 'apartment', 'retreat', '.']"
Shadow of Angels,"['[', ""'Drama"", ""'"", ']', 'Beautiful', ',', 'detached', ',', 'laconic', ',', 'consumptive', 'Lily', 'Brest', 'streetwalker', 'client', '.', 'love', 'idle', 'boyfriend', 'Raoul', 'gamble', 'away', 'little', 'earns', '.', 'town', ""'s"", 'power', 'broker', ',', 'called', 'rich', 'Jew', ',', 'discovers', 'good', 'listener', ',', ""'s"", 'soon', 'busy', '.', 'Raoul', 'imago', 'grotesque', 'sex', 'scene', 'Lily', 'Jew', ';', 'leaf', 'man', '.', 'parent', ',', 'bitter', 'Fascist', 'cabaret', 'singer', 'drag', 'wheelchair-bound', 'mother', ',', 'offer', 'refuge', '.', 'Even', 'though', 'philosophical', 'bent', ',', 'whore', 'reject', 'Lily', 'tolerates', 'everyone', ',', 'including', 'men', '.', 'tire', 'lonely', 'life', 'look', 'way', '.', 'Even', 'act', 'serf', 'local', 'corrupt', 'power', '.']"
Killer: A Journal of Murder,"['[', ""'Drama"", ""'"", ']', 'Carl', 'Panzram', 'sent', 'Leavenworth', 'Prison', 'burglary', '.', ',', 'brutally', 'beaten', 'guard', '.', 'Neophyte', 'guard', 'Henry', 'Lesser', 'feel', 'sympathy', 'Panzram', ',', 'befriends', ',', 'get', 'write', 'life', 'story', '.', 'Lesser', 'learns', 'Panzram', ""'s"", 'past', 'much', 'violent', 'thought', ',', 'also', ""'s"", 'capable', 'much', 'better', 'person', 'rest', 'prison', 'staff', 'belief', '-', 'Lesser', 'think', '.']"
Nothing to Lose,"['[', ""'Action"", ""'"", ',', ""'Crime"", ""'"", ',', ""'Drama"", ""'"", ']', 'young', 'street', 'fighter', 'seek', 'revenge', 'powerful', 'drug', 'lord', 'killed', 'entire', 'family', '.', 'Using', 'many', 'special', 'combat', 'skill', ',', ""'s"", 'take', 'whole', 'criminal', 'operation', ',', 'reaching', 'goal', 'whatever', 'consequence', '.']"
Project S,"['[', ""'Action"", ""'"", ',', ""'Adventure"", ""'"", ',', ""'Crime"", ""'"", ']', 'crime', 'wave', 'sweep', 'Hong', 'Kong', ',', 'police', 'call', 'Jessica', 'Yang', '(', 'Yeoh', ')', ',', 'rising', 'star', 'rank', ',', 'help', 'stop', 'notorious', 'gang', 'thief', '!', 'Jessica', ""n't"", 'realize', 'boyfriend', '-', 'recently', 'discharged', 'force', '-', 'leader', 'ruthless', 'crime', 'ring', '!']"
Girls Town,"['[', ""'Comedy"", ""'"", ',', ""'Drama"", ""'"", ']', 'Four', 'woman', ',', 'Patti', ',', 'Emma', ',', 'Angela', ',', 'Nicki', 'completing', 'last', 'year', 'high', 'school', '.', 'Unfortunately', 'group', ',', 'one', ',', 'Nicki', ',', 'unexpectedly', 'commits', 'suicide', '.', 'three', 'remaining', 'woman', ',', 'upon', 'finding', 'Nicki', 'raped', 'died', ',', 'begin', 'talk', 'way', 'oppressed', 'men', 'life', '.', 'begin', 'fight', 'together', ',', 'taking', 'revenge', 'Emma', ""'s"", 'rapist', ',', 'Patti', ""'s"", 'abusive', 'ex-boyfriend', ',', 'finally', ',', 'Nicki', ""'s"", 'rapist', '.']"
Bye-Bye,"['[', ""'Drama"", ""'"", ']', 'Paris', ',', 'Ismaél', ',', 'young', 'Tunisian', ',', 'care', 'two', 'brother', ',', 'Nouredine', ',', 'cripple', ',', 'streetwise', 'Mouloud', ',', '14', '.', 'haste', ',', 'Ismaél', 'Mouloud', 'go', 'Marseilles', 'uncle', 'life', '.', 'Nouredine', 'died', 'fire', ',', 'Ismaél', 'feel', 'guilt', 'top', 'grief', '.', 'Ismaél', 'becomes', 'friend', 'Jacky', ',', 'white', 'man', 'whose', 'father', 'brother', 'hate', 'immigrant', '.', 'Mouloud', 'hang', 'cousin', 'Rhida', 'break', 'Islamic', 'rule', 'deal', 'hash', '.', 'Ismaél', 'decides', 'Mouloud', 'must', 'return', 'Tunisia', ',', 'boy', 'run', ',', 'becoming', 'acolyte', 'Rhida', ""'s"", 'supplier', '.', 'Ismaél', 'Jacky', ""'s"", 'Arab', 'girlfriend', 'start', 'affair', ',', 'friend', 'betray', 'friend', ',', 'racism', 'get', 'ugly', '.', 'Ismaél', 'rescue', 'Mouloud', 'life', 'France', 'crush', '?']"
The Relic,"['[', ""'Horror"", ""'"", ',', ""'Mystery"", ""'"", ',', ""'Thriller"", ""'"", ']', 'researcher', 'Chicago', ""'s"", 'Natural', 'History', 'Museum', 'return', 'South', 'America', 'crate', 'containing', 'finding', '.', 'crate', 'arrive', 'museum', 'without', 'owner', 'appears', 'little', 'inside', '.', 'However', ',', 'police', 'discover', 'gruesome', 'murder', 'cargo', 'ship', 'brought', 'crate', 'US', 'another', 'murder', 'museum', '.']"
